"Very High Voltage (kWh)";"High Voltage (kWh)";"Medium Voltage (kWh)";"Low Voltage (kWh)";"Total (kWh)";"temperature_2m (°C)";"relative_humidity_2m (%)";"precipitation (mm)";"apparent_temperature (°C)";"cloud_cover (%)";"surface_pressure (hPa)";"wind_speed_10m (km/h)";"Diffuse_Radiation";"Direct_Radiation";"wind_speed_100m (km/h)";"wind_direction_10m (°)";"wind_direction_100m (°)";"wind_gusts_10m (km/h)";"terrestrial_radiation (W/m²)";"Consumptions";"year";"month";"day_of_year";"day_of_week";"hour";"estacao_ano";"weekend"
55924.503;188278.696425;520069.478725;767669.50115625;1531942.17930625;11.1;98;0;10.7;100;993.1;4.3;"None";"None";10.2;123;131;14.95;0;"Medium-High Consumption";2025;12;345;5;7;"Winter";0
54144.593825;186083.68305;625765.2270750001;866676.119163;1732669.623113;11.4;96;0;10.7;100;993.3;6.4;"Low";"Low";10.2;131;131;11.5;26.7;"Medium-Low Consumption";2025;12;345;5;8;"Winter";0
54810.83135;178312.31040000002;680502.9683749999;948914.593077;1862540.703202;11.9;94;0;10.6;100;993.4;10.9;"Low";"Low";14;141;143;20.9;190.4;"Medium-Low Consumption";2025;12;345;5;9;"Winter";0
56340.32905;172384.533725;659920.36015;976579.44250025;1865224.6654252498;12.5;91;0;11;100;993.4;12.7;"Low";"Low";16.6;159;160;24.5;397.8;"Medium-Low Consumption";2025;12;345;5;10;"Winter";0
55421.116175;168264.062675;650380.78415;1004988.5590855;1879054.5220855;13.9;80;0;12.1;100;993.4;13;"Low";"Medium";17;170;170;27;575.6;"Medium-Low Consumption";2025;12;345;5;11;"Winter";0
55062.96645;167976.20962500002;606180.3619;1042747.79783025;1871967.3358052499;14.4;77;0;12.7;100;993.2;12.4;"Low";"Low";16.4;181;181;28.4;651.2;"Medium-Low Consumption";2025;12;345;5;12;"Winter";0
54704.816725;172347.99225;593058.344175;1032456.45936175;1852567.6125117498;15.3;74;0.1;13.7;66;992.6;12;"Low";"Low";15.8;173;172;25.9;679.9;"Medium-Low Consumption";2025;12;345;5;13;"Winter";0
59311.907225;176034.8169;653688.8522000001;1034042.80209625;1923078.37842125;15.9;71;0;13.85;100;991.6;12.5;"Low";"Low";16.5;162;162;26.3;639.2;"Medium-High Consumption";2025;12;345;5;14;"Winter";0
59670.327725;182737.56765;692468.1436000001;1035629.14483075;1970505.1838057502;15.9;68;0.1;14;100;991.1;12.6;"Low";"Low";17;160;160;26.3;531.8;"High Consumption";2025;12;345;5;15;"Winter";0
40228.307700000005;184831.09295;700782.8955249999;1090946.786267625;2016789.082442625;15.4;68;0;13.4;100;990.5;13.2;"Low";"Low";19.3;156;155;26.3;365;"High Consumption";2025;12;345;5;16;"Winter";0
39777.354775;189085.244325;656496.3477624999;1146264.4277045;2031623.374567;14.3;76;0;12.5;100;990.8;11.6;"None";"None";20.4;164;162;24.8;150.2;"High Consumption";2025;12;345;5;17;"Winter";0
40879.44315;187838.840725;612209.8;1271197.17682725;2112125.26070225;13.1;86;0;11.6;91;990.8;12.2;"None";"None";22.8;160;163;22.3;58.9;"Medium-High Consumption";2025;12;345;5;18;"Winter";0
40691.469725;185103.695575;568767.925725;1327738.24771375;2122301.3387387497;12.9;89;0;11.5;100;991.2;12.6;"None";"None";22.5;163;167;22.7;0;"High Consumption";2025;12;345;5;19;"Winter";0
39525.4554;186327.08425;538228.4209;1384279.31860025;2148360.27915025;12.6;93;0;11.5;100;991.3;11.3;"None";"None";20.6;171;171;21.45;0;"High Consumption";2025;12;345;5;20;"Winter";0
39774.95095;184724.9331;516302.597325;1301413.76316625;2042216.24454125;12.4;95;0;11.4;91;991;10.75;"None";"None";19.1;163;169;20.2;0;"High Consumption";2025;12;345;5;21;"Winter";0
53375.249875;184001.500775;479801.7034;1145797.050818;1862975.504868;12.3;95;0;11.3;100;990.4;10.2;"None";"None";19;144;153;18.7;0;"Medium-Low Consumption";2025;12;345;5;22;"Winter";0
66804.6547;184659.283475;450197.51865;990180.33846975;1691841.79529475;11.9;97;0;10.3;100;989.5;13.3;"None";"None";24.4;144;150;23;0;"Medium-Low Consumption";2025;12;345;5;23;"Winter";0
80234.05952499999;187564.9456;426658.83195;832212.73066275;1526670.56773775;12;94;0;10.2;100;989;14.9;"None";"None";27.4;149;150;25.2;0;"Medium-High Consumption";2025;12;346;6;0;"Winter";1
78297.981625;189017.193675;416324.634175;718641.16017025;1402280.9696452501;12.1;92;0;10.1;100;988.4;15.1;"None";"None";26.8;155;156;27.4;0;"Low Consumption";2025;12;346;6;1;"Winter";1
83673.219075;189369.9552;408031.80725;654235.8481894999;1335310.8297144999;12.1;92;0.2;10.1;100;987.5;15.850000000000001;"None";"None";27.65;151;152;27.4;0;"Medium Consumption";2025;12;346;6;2;"Winter";1
79772.71065;189722.71672499998;404925.0226;622547.28211975;1296967.73209475;11.9;96;0.4;9.9;100;986.7;16.6;"None";"None";28.5;149;149;29.2;0;"Medium Consumption";2025;12;346;6;3;"Winter";1
79248.060625;190075.47825;403360.749075;607257.22717525;1279941.51512525;11.9;97;1;10.2;100;986.1;15.3;"None";"None";26.7;150;149;30.2;0;"Medium Consumption";2025;12;346;6;4;"Winter";1
78831.763725;190079.502425;413335.1689;614574.767286;1296821.2023359998;11.8;97;0.8;10.3;100;985.4;13.350000000000001;"None";"None";23.7;145;145;27;0;"Low Consumption";2025;12;346;6;5;"Winter";1
44214.268625;194843.9642;457348.1686;664731.300128;1361137.701553;11.9;94;1.4;10.6;91;985.1;11.4;"None";"None";20.7;191;190;22.7;0;"Medium Consumption";2025;12;346;6;6;"Winter";1
39324.510075;199994.0557;527260.4199999999;790807.05557;1557386.0413449998;11.9;96;1.4;11.1;100;985;9.35;"None";"None";18.25;209;214;20.5;0;"Medium-High Consumption";2025;12;346;6;7;"Winter";1
39455.463575;204208.83465;641440.634725;898139.176473125;1783244.1094231252;11.9;95;0.4;11.2;100;985;7.3;"Low";"Low";15.8;189;199;14;25.2;"Medium Consumption";2025;12;346;6;8;"Winter";1
39647.977425;203718.5045;720337.401125;1005471.29737625;1969175.18042625;12.1;95;0.4;11.4;100;985.3;7.1;"Low";"Low";14.1;159;176;12.6;187.4;"High Consumption";2025;12;346;6;9;"Winter";1
41208.905325;199859.123025;729980.0217500001;1062295.15605475;2033343.2061547502;12.1;95;1.1;10.5;100;985.6;11.5;"Low";"Medium";15.9;143;151;14.8;395.1;"High Consumption";2025;12;346;6;10;"Winter";1
40081.2525;199692.270575;728602.640075;1119119.01473325;2087495.1778832502;11.6;96;1.3;9.6;100;985.8;15.9;"Low";"Medium";19.85;141;143;22.700000000000003;575.6;"High Consumption";2025;12;346;6;11;"Winter";1
39664.55735;198681.219725;686097.295125;1164692.390409;2089135.462609;12.5;95;0.7;10.7;91;984.8;14.8;"Low";"Medium";23.8;144;145;30.6;649.3;"High Consumption";2025;12;346;6;12;"Winter";1
38317.9622;201902.233575;658005.81675;1152423.8503435;2050649.8628685;11.9;94;1.9;10.2;100;984.3;13.6;"Low";"Medium";23.950000000000003;127;135;25.9;678.5;"High Consumption";2025;12;346;6;13;"Winter";1
40407.454325;202277.178625;697243.907625;1140155.310278;2080083.850853;11.9;96;1.6;10.2;100;983.7;14.5;"Low";"Medium";24.1;129;134;25.9;638.3;"High Consumption";2025;12;346;6;14;"Winter";1
42496.94645;206757.322575;708102.859575;1132398.33692175;2089755.46552175;11.9;96;2;10.3;100;983.9;13.4;"Low";"Low";21.4;138;142;26.6;531.4;"High Consumption";2025;12;346;6;15;"Winter";1
41866.4013;209037.209825;697354.7389;1165616.9685782501;2113875.31860325;11.4;95;2.3;10.2;100;983.8;8.9;"Low";"Low";17.1;118;130;25.6;465.4;"High Consumption";2025;12;346;6;16;"Winter";1
41576.706325;210222.6066625;656774.7456;1198835.60023475;2107409.65882225;11.6;97;1.1;10.4;100;984.1;10.5;"None";"None";19.4;93;93;23;150.6;"High Consumption";2025;12;346;6;17;"Winter";1
41287.01135;211408.0035;600644.41475;1305703.47752325;2159042.90712325;11.4;95;0.6;9.4;100;984.7;15.2;"None";"None";26.8;113;118;26.3;5.3;"High Consumption";2025;12;346;6;18;"Winter";1
40443.3297;205158.213725;567398.455975;1378837.34309875;2191837.3424987504;11.4;96;0.2;9.5;100;985.1;14.1;"None";"None";25.1;110;110;29.2;0;"High Consumption";2025;12;346;6;19;"Winter";1
39131.0062;201503.26735;534152.4972;1375387.35639675;2150174.12714675;11.15;96;0.3;9.2;91;985.8;15.5;"None";"None";26.9;99;106;28.1;0;"High Consumption";2025;12;346;6;20;"Winter";1
40974.788375;202838.94165;505893.899625;1291794.83193;2041502.4615800001;10.9;96;0.1;9.3;100;985.9;12.1;"None";"None";22;79;79;27.7;0;"High Consumption";2025;12;346;6;21;"Winter";1
59663.709175;201046.8158;466816.418675;1167590.1014315;1895117.0450815;11;97;0.4;9.3;100;986;12.7;"None";"None";23.7;67;75;25.2;0;"Medium-Low Consumption";2025;12;346;6;22;"Winter";1
75494.03192499999;189750.740725;433002.218075;1030939.91143625;1729186.90216125;10.9;96.5;0.3;9.4;100;986.7;12.8;"None";"None";20.8;81;85;22.7;0;"Medium-Low Consumption";2025;12;346;6;23;"Winter";1
82085.183175;190908.0308;400808.56275;887731.14934625;1561532.9260712499;11;96;0.6;9.4;100;987.2;12.9;"None";"None";24.2;75;72;22.7;0;"Medium-High Consumption";2025;12;347;7;0;"Winter";1
78361.983275;194283.7733;385397.3693;774640.58914175;1432683.7150167502;11.1;95.5;1.2;9.4;100;987.45;12.1;"None";"None";22.5;75;83;26.3;0;"Medium Consumption";2025;12;347;7;1;"Winter";1
76701.20436250001;192452.20525;372118.439975;695541.488701;1336813.3382885;11.1;95;1.4;9.5;100;987.7;13.8;"None";"None";22.4;58;62;23;0;"Medium Consumption";2025;12;347;7;2;"Winter";1
75040.42545000001;192399.604325;363321.059575;649282.9203;1280044.00965;11.1;96;0.2;9;100;987.7;15.5;"None";"None";28.3;50;53;26.3;0;"Medium Consumption";2025;12;347;7;3;"Winter";1
80871.829375;190818.5645;355443.86245;625246.15753725;1252380.4138622498;11.1;95;0;8.8;100;987.6;16.5;"None";"None";30.4;52;54;29.5;0;"Low Consumption";2025;12;347;7;4;"Winter";1
78669.5205;186543.82852500002;353504.29325;622631.41446925;1241349.05674425;10.8;95;0;8.2;100;987.9000000000001;17.4;"None";"None";32.5;51;53;30.2;0;"Low Consumption";2025;12;347;7;5;"Winter";1
77531.080075;182269.09255;365726.677;641649.8902275;1267176.7398525001;11.1;94;0;8.7;100;988.2;17.7;"None";"None";32.7;48;50;32.8;0;"Medium Consumption";2025;12;347;7;6;"Winter";1
80180.476825;185907.6083;391326.951625;690462.19916975;1347877.2359197498;10.9;94;0;8.3;91;988.9;17.75;"None";"None";32.5;50;53;31.9;0;"Medium Consumption";2025;12;347;7;7;"Winter";1
77461.501475;181667.6145;410073.46665;772026.601748;1441229.1843730002;10.7;92;0;8;57;989.5;17.8;"Low";"Low";32.8;51;56;31;23.7;"Medium Consumption";2025;12;347;7;8;"Winter";1
79969.35795;177427.6207;400311.67135;872591.4461025;1530300.0961024999;11.5;87;0;8.7;41;990.3;18.1;"None";"Low";31.5;53;57;32.4;184.6;"Medium-High Consumption";2025;12;347;7;9;"Winter";1
79930.885375;164430.74765;372350.78955;912373.4227625;1529085.8453374999;13.033333333333333;80;0;10.7;94;991;17.5;"Low";"Medium";28.9;50;53;32.8;392.5;"Medium-High Consumption";2025;12;347;7;10;"Winter";1
79731.3103;159759.36515;354034.7522;917941.51511925;1511466.94276925;14.566666666666666;72;0;12.25;98;991.3;18.3;"Low";"Medium";26.3;50;53;36;550.4;"Medium-High Consumption";2025;12;347;7;11;"Winter";1
73048.219375;157836.968575;333823.967675;939335.3661615;1504044.5217865;16.1;68;0;13.8;91;991.3;17;"Low";"Medium";23.7;51;51;35.6;647.6;"Medium-High Consumption";2025;12;347;7;12;"Winter";1
72179.788025;161422.218425;323024.86867500003;913536.1038909999;1470162.979016;17.2;65;0;15.1;30;990.6;16;"Low";"Medium";22.2;47;50;34;677.3;"Medium-High Consumption";2025;12;347;7;13;"Winter";1
76455.5834;165007.468275;330580.8033;887736.8416205;1459780.6965955;18;63;0;15.9;19;990.2;15.6;"Low";"Medium";21.4;50;51;32.4;637.6;"Medium Consumption";2025;12;347;7;14;"Winter";1
78030.50195;172186.088025;352448.362925;882757.49963275;1485422.45253275;17.6;65;0;15.6;16;990;15.8;"Low";"Low";22;55;56;31.3;531.2;"Medium-High Consumption";2025;12;347;7;15;"Winter";1
75099.825075;180833.35445;378286.3204;900099.3257764999;1534318.8257014998;17;69;0;15;12;989.8;15.9;"Low";"Low";25.5;43;45;31;365.3;"Medium-High Consumption";2025;12;347;7;16;"Winter";1
59728.273;183267.9824;396132.695475;1038706.865183375;1677835.816058375;15.4;75;0;13.5;91;989.9;15.2;"None";"None";28.7;35;39;28.8;151.3;"Medium-Low Consumption";2025;12;347;7;17;"Winter";1
58513.923475;182205.83125;391181.6594125;1177314.40459025;1809215.8187277499;14.4;79;0;12.1;9;990.3;16.9;"None";"None";32.8;33;37;33.1;5.7;"Medium-Low Consumption";2025;12;347;7;18;"Winter";1
42768.943725000005;178807.2974;386230.62335;1252722.6674040002;1860529.5318790001;14.4;75;0;11.7;19;990.7;18.6;"None";"None";35.2;37;41;32.8;0;"Medium-Low Consumption";2025;12;347;7;19;"Winter";1
39913.4806;177315.727625;372861.9627;1252729.12403625;1842820.29496125;14.1;74;0;11.3;13;991;18.65;"None";"None";35.4;40;43;33.8;0;"Medium-Low Consumption";2025;12;347;7;20;"Winter";1
53927.0993;177296.342875;356027.4546;1179994.6861985;1767245.5829735;13.6;74;0;10.7;11;991.3;18.7;"None";"None";35.2;46;48;33.5;0;"Medium-Low Consumption";2025;12;347;7;21;"Winter";1
67940.718;179288.076325;337455.593575;1073666.902231625;1658351.290131625;13;76;0;10;1;991.0999999999999;18.1;"None";"None";34.4;54;56;33.5;0;"Medium-High Consumption";2025;12;347;7;22;"Winter";1
82289.97265;179317.59985;319780.682675;967339.11826475;1548727.3734397502;12.4;78;0;9.4;2;990.9;17.5;"None";"None";33.2;55;59;33.1;0;"Medium-High Consumption";2025;12;347;7;23;"Winter";1
78770.78875;175834.60175;305375.34625;851028.42827025;1411009.16502025;11.7;80;0;9.3;3;990.5999999999999;14;"None";"None";29.1;58;64;31;0;"Medium Consumption";2025;12;348;1;0;"Winter";0
76914.047275;173897.679275;297032.04799999995;765877.21393275;1313720.98848275;11.1;82;0;8.7;10;990.3;13;"None";"None";27.2;57;64;27.2;0;"Medium Consumption";2025;12;348;1;1;"Winter";0
80669.786125;172494.425925;290433.920475;680725.99959525;1224324.13212025;10.6;84;0;8.149999999999999;33;990.2;13.4;"None";"None";27.5;59;63;23.4;0;"Low Consumption";2025;12;348;1;2;"Winter";0
75478.4821;170388.4755;284399.0127;633750.637329;1164016.6076290002;10.2;85;0;7.6;5;989.9;14.7;"None";"None";29.6;49;49;25.6;0;"Low Consumption";2025;12;348;1;3;"Winter";0
80116.730025;171330.38355;281421.20315;609521.42568325;1142389.74240825;10;86;0;7.2;1;989.7;14.75;"None";"None";30.2;49;53;26.6;0;"Low Consumption";2025;12;348;1;4;"Winter";0
76945.669975;171092.292425;284813.02495;601058.69863975;1133909.68598975;9.6;88;0;6.800000000000001;0;989.5;14.8;"None";"None";29.7;47;50;26.3;0;"Low Consumption";2025;12;348;1;5;"Winter";0
78567.686725;172953.457925;298289.294425;611136.8163845;1160947.2554595;9.2;90;0;6.4;0;989.2;14.8;"None";"None";29.4;52;54;25.9;0;"Low Consumption";2025;12;348;1;6;"Winter";0
79871.242925;176576.4519;311403.6156;640367.77195475;1208219.08237975;8.9;89;0;6;0;989.2;14.7;"None";"None";28.85;50;56;26.3;0;"Low Consumption";2025;12;348;1;7;"Winter";0
78027.88829999999;173464.62905;316071.279675;711160.0533333749;1278723.8503583749;8.8;89;0;6;0;989.5;14.3;"Low";"Low";28.3;49;53;25.9;22.3;"Low Consumption";2025;12;348;1;8;"Winter";0
78707.042575;167214.694425;301420.592875;781952.334712;1329294.664587;10.3;83;0;7.75;0;990;14.4;"None";"Low";24.3;56;56;26.3;181.9;"Low Consumption";2025;12;348;1;9;"Winter";0
80118.96152499999;160964.7598;285361.5438;842074.91203825;1368520.1771632498;12;76;0;9.5;0;990.4;13.5;"Low";"Medium";20.3;57;58;27.7;390.1;"Medium Consumption";2025;12;348;1;10;"Winter";0
77935.3286;156768.863725;278804.0424375;884447.88900825;1397956.12377075;13.4;72;0;11.1;3;990.4;13;"Low";"Medium";18.1;48;50;28.1;548.4;"Medium Consumption";2025;12;348;1;11;"Winter";0
81184.610275;158345.2922;272246.541075;923989.95879825;1435766.40234825;15;68;0;12.9;0;989.5;12.6;"Low";"Medium";17.1;43;45;27.7;646;"Medium Consumption";2025;12;348;1;12;"Winter";0
72960.49582499999;160822.516975;274390.390525;901497.221193;1409670.624518;16.3;63;0;14.2;0;988.6;13.2;"Low";"Medium";17.8;38;39;28.4;676.3;"Medium Consumption";2025;12;348;1;13;"Winter";0
79697.087875;164086.500275;289075.290075;870955.087154;1403813.965379;16.9;61;0;14.7;0;988;13.6;"Low";"Medium";18.133333333333333;40;40;28.25;637.1;"Medium Consumption";2025;12;348;1;14;"Winter";0
79636.719975;170810.018225;313608.586875;874706.809254;1438762.134329;16.5;64.5;0;14.4;0;987.4;13.5;"Low";"Low";18.46666666666667;44;44;28.1;610;"Medium Consumption";2025;12;348;1;15;"Winter";0
74023.658175;176240.196725;339095.86552500003;898699.77248775;1488059.49291275;15.6;68;0;13.7;2;987.3;12.6;"Low";"Low";18.8;45;45;27;365.8;"Medium-High Consumption";2025;12;348;1;16;"Winter";0
40140.47045;181670.375225;360073.938925;1014540.3565095;1596425.1411095;13.6;77;0;12.1;2;987.2;9.9;"None";"None";21.7;45;47;23.4;152.1;"Medium-High Consumption";2025;12;348;1;17;"Winter";0
38819.198825;181726.056925;364974.7864;1139575.8164397501;1725095.8585897502;12.9;81;0;11;3;987.3;12.2;"None";"None";26.4;36;42;19.8;6.2;"Medium-Low Consumption";2025;12;348;1;18;"Winter";0
39145.3254;180185.7439;361447.5329;1264611.27637;1845389.8785700002;12.6;81;0;10.75;9;987.4;11.5;"None";"None";24.65;48;48;21.6;0;"Medium-Low Consumption";2025;12;348;1;19;"Winter";0
39471.451975;178641.032775;354715.892425;1295490.172691;1868318.549866;11.85;84;0;10.5;6;987.3;9.7;"None";"None";22.9;51;57;19.8;0;"Medium-Low Consumption";2025;12;348;1;20;"Winter";0
53399.530475;178096.608575;343847.0684;1234476.19796125;1809819.40541125;11.1;88;0;9.8;3;987.2;7.8;"None";"None";20.4;40;54;16.6;0;"Medium-Low Consumption";2025;12;348;1;21;"Winter";0
56280.038975;173909.910675;332418.46665;1114356.48064625;1676964.89694625;10.4;90;0;9.3;91;987.4;6.9;"None";"None";17.9;53;61;13.3;0;"Medium-High Consumption";2025;12;348;1;22;"Winter";0
75787.32975;175199.67466249998;324052.0375;966509.97565375;1541549.01756625;10.2;90;0;8.8;7;987.2;7.4;"None";"None";17.2;58;58;12.6;0;"Medium-High Consumption";2025;12;348;1;23;"Winter";0
79876.597725;176489.43865;323238.506975;818021.4392200001;1397625.98257;9.8;91;0;8.4;1;987.1;6.2;"None";"None";16;57;67;12.6;0;"Medium Consumption";2025;12;349;2;0;"Winter";0
81370.6856;180614.58105;325007.8984;704958.2608195;1291951.4258694998;9.1;93;0;7.75;0;986.6;4.6;"None";"None";13.85;45;66;9.4;0;"Medium Consumption";2025;12;349;2;1;"Winter";0
81374.247375;180040.75945;322077.330875;637306.8226955;1220799.1603955;8.5;94;0;7.1;2;986.1;5.7;"None";"None";11.7;53;67;8.3;0;"Low Consumption";2025;12;349;2;2;"Winter";0
79183.41775;178759.35415;320805.179975;601187.2830655;1179935.2349405;8.4;95;0;6.75;76;985.9;5.9;"None";"None";12.2;76;76;9.7;0;"Low Consumption";2025;12;349;2;3;"Winter";0
82653.89615;178398.689175;323553.546725;589693.16972375;1174299.30177375;7.8;96;0;6.4;20;985.4;5.1;"None";"None";10.1;91;91;10.1;0;"Low Consumption";2025;12;349;2;4;"Winter";0
81967.432175;183637.276275;340207.653875;598481.6099535;1204293.9722785;7.6;97;0;6.4;91;984.8;3.9499999999999997;"None";"None";5.6;83;111;7.9;0;"Low Consumption";2025;12;349;2;5;"Winter";0
81280.9682;188875.863375;400526.783975;654785.89679575;1325469.51234575;7.6;98;0;6.5;91;984.6;2.8;"None";"None";5;101;101;4;0;"Medium Consumption";2025;12;349;2;6;"Winter";0
79121.419825;194587.547975;505986.2645125;798870.117071;1578565.3493835;7;99;0;5.6;99;984.5;4;"None";"None";8.1;148;176;6.5;0;"Medium-High Consumption";2025;12;349;2;7;"Winter";0
80735.42225;200299.232575;611445.74505;910341.7308455;1802822.1307205;7.7;98;0;6.3;100;984.5;5.1;"Low";"Low";11.9;184;184;8.6;20.9;"Medium-Low Consumption";2025;12;349;2;8;"Winter";0
81400.3886125;196445.450725;702104.65185;993851.13617625;1973801.62736375;9.2;96;0;7.6;100;984.6;8.9;"Low";"Low";17;159;185;15.5;179.2;"High Consumption";2025;12;349;2;9;"Winter";0
82065.354975;194548.5670375;714579.902025;1044569.967913;2035763.7919505;11.2;91;0.1;9.7;91;985;9.9;"Low";"Low";22.5;170;183;18.7;387.8;"High Consumption";2025;12;349;2;10;"Winter";0
75810.0553;192651.68335;726428.4239;1099089.2461545;2093979.4087045;13.1;83;0;11.6;100;985.3;10.6;"Low";"Medium";22.5;166;181;22;546.5;"High Consumption";2025;12;349;2;11;"Winter";0
78805.95495;195056.46935;695259.556075;1161473.73667325;2130595.71704825;14.8;77;0;13.6;100;984.8;11.149999999999999;"Low";"Medium";15.3;203;203;22.3;644.6;"High Consumption";2025;12;349;2;12;"Winter";0
75778.057175;202331.175825;673682.815725;1154825.9709505;2106618.0196755;15.6;71;0;13.1;100;983.8;11.7;"Low";"Medium";19.700000000000003;212.25;217;22.3;675.4;"High Consumption";2025;12;349;2;13;"Winter";0
69773.114075;207312.173825;715679.670525;1145527.394682;2138292.353107;15.2;81;0;12.6;100;982.9;17.2;"Low";"Low";24.1;243;242;36;636.8;"High Consumption";2025;12;349;2;14;"Winter";0
49952.49975;210637.647175;730413.74715;1129411.487033;2120415.381108;12.6;91;2.6;10.8;100;982.6;15.2;"Low";"Low";25.6;237;242;37.4;531.4;"High Consumption";2025;12;349;2;15;"Winter";0
41221.2826;213085.253275;727099.116775;1146414.20235825;2127819.85500825;12.2;95;0.2;10.8;100;981.6;12.9;"Low";"Low";22.9;207;207;30.2;465.4;"High Consumption";2025;12;349;2;16;"Winter";0
39191.612;209617.9108;689536.967;1221753.4945335;2160099.9843335;11.8;95;0.3;10.3;100;980.6;11.7;"None";"None";20.9;181;188;23;153.1;"High Consumption";2025;12;349;2;17;"Winter";0
41016.530925;208562.197375;628198.202075;1342329.01207025;2220105.94244525;11.6;98;0.1;10.2;99;979.2;12.4;"None";"None";22.9;150;156;20.9;6.7;"High Consumption";2025;12;349;2;18;"Winter";0
40382.1551;204342.51105;582906.320425;1454838.34294375;2282469.3295187503;11.8;95;1.7;10.1;100;978.4;13.4;"None";"None";24.3;166;178;28.1;0;"High Consumption";2025;12;349;2;19;"Winter";0
40409.4562125;202024.128775;551811.549125;1479399.75180675;2273644.88591925;11.6;98;9.7;9.7;100;976.4;15.9;"None";"None";25;252;259;35.3;0;"High Consumption";2025;12;349;2;20;"Winter";0
40436.757325;201695.44965;528782.386425;1384636.995604;2155551.589004;10.7;93;2.3;6.3;100;977.8;29.3;"None";"None";46.2;290;292;43.95;0;"High Consumption";2025;12;349;2;21;"Winter";0
41149.17855;197543.060375;490334.27625;1239910.855516;1968937.370691;9.8;94;0.3;6.9;99;978;17.9;"None";"None";29.6;274;278;52.6;0;"High Consumption";2025;12;349;2;22;"Winter";0
70449.352725;195719.661025;458469.500325;1058315.7663602498;1782954.28043525;9.4;96;0;7;49;977.8;18.15;"None";"None";30.95;281.3333333333333;285;31.7;0;"Medium-Low Consumption";2025;12;349;2;23;"Winter";0
81474.870375;192568.516475;432051.25265;876720.6772045;1582815.3167045;9.1;95.5;0.2;5.9;9;976.7;18.4;"None";"None";32.3;276.6666666666667;281.3333333333333;26.3;0;"Medium-High Consumption";2025;12;350;3;0;"Winter";0
83301.3714875;191296.875825;419008.074325;746034.29705825;1439640.6186957501;8.4;95;0.2;5.75;40;977.1;14.8;"None";"None";27.2;280;285;26.65;0;"Medium Consumption";2025;12;350;3;1;"Winter";0
85127.8726;189507.492975;410846.92915;669514.295274;1354996.589999;8.1;95;0;5.6;57;977.3;12.3;"None";"None";23.5;276;281;27;0;"Medium Consumption";2025;12;350;3;2;"Winter";0
83600.2780875;188473.182175;402685.783975;624824.64073675;1299583.88497425;7.949999999999999;95;0;5.05;71;977.4;14.55;"None";"None";26.1;271;276;23.4;0;"Medium Consumption";2025;12;350;3;3;"Winter";0
82072.683575;186204.66025;420552.27115000004;607568.71309625;1296398.32807125;7.8;95;0;4.5;100;977.3;16.8;"None";"None";29.9;285;285;29.9;0;"Medium Consumption";2025;12;350;3;4;"Winter";0
83510.7948;191144.863275;438418.758325;609658.45603475;1322732.87243475;7.5;96;0;4.2;97;977.3;17.8;"None";"None";30.4;283;288;30.6;0;"Medium Consumption";2025;12;350;3;5;"Winter";0
80448.0248;194292.4055;456285.2455;666165.73286725;1397191.40866725;7.55;96;0;4.1;48;977.6;18.8;"None";"None";32.4;287;290;31.7;0;"Medium Consumption";2025;12;350;3;6;"Winter";0
78103.90242500001;197490.08635;528014.92555;809700.20616475;1613309.12048975;7.6;96;0;3.7;86;978.4;21;"None";"None";35.3;299;303;37.4;0;"Medium-High Consumption";2025;12;350;3;7;"Winter";0
77759.1704;201026.096775;646987.352025;935834.32368325;1861606.94288325;7.7;94;0;3.7;100;979.2;22;"Low";"Low";36.1;304;307;39.6;19.5;"Medium-Low Consumption";2025;12;350;3;8;"Winter";0
77568.7821;197247.845;716280.429225;1014168.173456;2005265.229781;8.2;90;0;3.8;99;980;25;"Low";"Low";39.3;310;314;45;176.7;"High Consumption";2025;12;350;3;9;"Winter";0
78463.570025;189935.9373;701752.312775;1028780.087294;1998931.9073939999;9.4;85;0;4.833333333333333;98;981.1;23.8;"Low";"Medium";36;314;316;51.5;385.5;"High Consumption";2025;12;350;3;10;"Winter";0
84460.9801;184666.1296;681596.221625;1031571.20098225;1982294.53230725;10.9;75;0;5.866666666666667;91;981.6;32.8;"Low";"Medium";47.8;320;320;61.2;575.6;"High Consumption";2025;12;350;3;11;"Winter";0
71161.7171;181358.35415;643915.6202125;1063475.74729425;1959911.43875675;11.9;69.33333333333333;0;6.9;100;981.3;30;"Low";"Medium";50.36666666666667;316;316;62.6;643.3;"High Consumption";2025;12;350;3;12;"Winter";0
75002.349225;182609.679775;606235.0188;1031901.457013;1895748.504813;12.6;63.66666666666667;0;7;100;980.8;32.8;"Low";"Medium";52.93333333333333;319;319;67.3;727.7;"Medium-Low Consumption";2025;12;350;3;13;"Winter";0
69888.429725;183938.8798;656405.09945;1024895.4137433751;1935127.8227183751;13.1;58;0;6.4;100;980.6;37.6;"Low";"Medium";55.5;325;325;64.3;636.6;"High Consumption";2025;12;350;3;14;"Winter";0
55456.691475;189050.659625;686644.7419499999;1017889.37047375;1949041.46352375;12.9;56;0;6.45;100;980.9;32.1;"Low";"Low";48.7;321;322;61.3;531.7;"High Consumption";2025;12;350;3;15;"Winter";0
41024.953225000005;194909.213675;704992.749725;1043798.55170175;1984725.4683267502;11.6;70;0.7;6.5;100;981.4;29.2;"Low";"Low";44.6;328;327;58.3;367.2;"High Consumption";2025;12;350;3;16;"Winter";0
